,observation_date,C&I_DELNQ,CCARD_CO,CCARD_DELNQ,CORP_DEBT_NET_WORTH,CORP_SAVINGS_LEVEL,CRE_CO,CRE_DELNQ,GDP,Homeowner_Vacancy_rate,Household_DBT_Inc,Mortgage_CO,Mortgage_DELNQ,Rental_Vacancy_Rate,Consumer_Confidence,FEDFUNDS,Manufacturing_Confidence,SAVINGS_RATE_MO,UNRATE,C&I_CO
259,2012-08-01,1.25,3.88,2.82,44.5160879032,169.606,0.67,4.6,0.6,1.9,10.128193,1.74,10.47,8.6,74.3,0.13,99.4177310330336,6.7,8.1,0.48
260,2012-09-01,1.25,3.88,2.82,44.5160879032,169.606,0.67,4.6,0.6,1.9,10.128193,1.74,10.47,8.6,78.3,0.14,99.4217343644437,7.2,7.8,0.48
261,2012-10-01,1.18,3.84,2.71,45.3101152751,209.082,0.56,4.09,0.5,1.9,9.805904,1.06,10.02,8.7,82.6,0.16,99.3297645056179,7.8,7.8,0.35
262,2012-11-01,1.18,3.84,2.71,45.3101152751,209.082,0.56,4.09,0.5,1.9,9.805904,1.06,10.02,8.7,82.7,0.16,99.2756135128116,8.7,7.7,0.35
263,2012-12-01,1.18,3.84,2.71,45.3101152751,209.082,0.56,4.09,0.5,1.9,9.805904,1.06,10.02,8.7,72.9,0.16,99.4475628623235,10.9,7.9,0.35
264,2013-01-01,1.11,3.7,2.64,44.570030278,207.248,0.43,3.73,4.0,2.1,10.168555,0.91,9.74,8.6,73.8,0.14,99.7643620640475,4.9,8.0,0.36
265,2013-02-01,1.11,3.7,2.64,44.570030278,207.248,0.43,3.73,4.0,2.1,10.168555,0.91,9.74,8.6,77.6,0.15,99.9257336526983,4.7,7.7,0.36
266,2013-03-01,1.11,3.7,2.64,44.570030278,207.248,0.43,3.73,4.0,2.1,10.168555,0.91,9.74,8.6,78.6,0.14,99.7851824423768,4.8,7.5,0.36
267,2013-04-01,1.04,3.47,2.53,44.6950075532,191.683,0.32,3.28,1.1,1.9,10.084725,0.74,9.32,8.2,76.4,0.15,99.5667963171738,5.1,7.6,0.31
268,2013-05-01,1.04,3.47,2.53,44.6950075532,191.683,0.32,3.28,1.1,1.9,10.084725,0.74,9.32,8.2,84.5,0.11,99.5386433259419,5.3,7.5,0.31
269,2013-06-01,1.04,3.47,2.53,44.6950075532,191.683,0.32,3.28,1.1,1.9,10.084725,0.74,9.32,8.2,84.1,0.09,99.764003691947,5.4,7.5,0.31
270,2013-07-01,0.98,3.41,2.44,42.9393939711,209.659,0.21,2.76,3.5,1.9,10.045859,0.48,8.66,8.3,85.1,0.09,100.085031935953,5.2,7.3,0.27
271,2013-08-01,0.98,3.41,2.44,42.9393939711,209.659,0.21,2.76,3.5,1.9,10.045859,0.48,8.66,8.3,82.1,0.08,100.364550625769,5.2,7.2,0.27
272,2013-09-01,0.98,3.41,2.44,42.9393939711,209.659,0.21,2.76,3.5,1.9,10.045859,0.48,8.66,8.3,77.5,0.08,100.498703643346,5.3,7.2,0.27
273,2013-10-01,0.89,3.37,2.38,41.9098253146,248.237,0.11,2.51,3.5,2.1,10.049178,0.48,8.3,8.2,73.2,0.09,100.537855308294,4.7,7.2,0.25
274,2013-11-01,0.89,3.37,2.38,41.9098253146,248.237,0.11,2.51,3.5,2.1,10.049178,0.48,8.3,8.2,75.1,0.08,100.507946492157,4.5,6.9,0.25
275,2013-12-01,0.89,3.37,2.38,41.9098253146,248.237,0.11,2.51,3.5,2.1,10.049178,0.48,8.3,8.2,82.5,0.09,100.371342953464,4.5,6.7,0.25
276,2014-01-01,0.9,3.23,2.32,42.7160315996,191.652,0.12,2.19,-1.4,2.0,9.97121,0.36,7.77,8.3,81.2,0.07,100.190216758309,5.2,6.6,0.23
277,2014-02-01,0.9,3.23,2.32,42.7160315996,191.652,0.12,2.19,-1.4,2.0,9.97121,0.36,7.77,8.3,81.6,0.07,100.240904384972,5.3,6.7,0.23
278,2014-03-01,0.9,3.23,2.32,42.7160315996,191.652,0.12,2.19,-1.4,2.0,9.97121,0.36,7.77,8.3,80.0,0.08,100.349706424266,5.2,6.7,0.23
279,2014-04-01,0.8,3.31,2.26,41.3670294296,167.071,0.1,1.95,5.3,1.9,9.90441,0.27,7.43,7.5,84.1,0.09,100.442826672866,5.4,6.2,0.21
280,2014-05-01,0.8,3.31,2.26,41.3670294296,167.071,0.1,1.95,5.3,1.9,9.90441,0.27,7.43,7.5,81.9,0.09,100.504306396241,5.6,6.3,0.21
281,2014-06-01,0.8,3.31,2.26,41.3670294296,167.071,0.1,1.95,5.3,1.9,9.90441,0.27,7.43,7.5,82.5,0.1,100.549640382274,5.6,6.1,0.21
282,2014-07-01,0.77,3.1,2.2,42.0822468004,150.745,0.05,1.78,5.0,1.8,9.862915,0.27,7.06,7.4,81.8,0.09,100.653278954181,5.5,6.2,0.2
283,2014-08-01,0.77,3.1,2.2,42.0822468004,150.745,0.05,1.78,5.0,1.8,9.862915,0.27,7.06,7.4,82.5,0.09,100.792066814107,5.3,6.1,0.2
284,2014-09-01,0.77,3.1,2.2,42.0822468004,150.745,0.05,1.78,5.0,1.8,9.862915,0.27,7.06,7.4,84.6,0.09,100.808340773446,5.5,5.9,0.2
285,2014-10-01,0.72,3.01,2.15,42.7659984546,160.676,0.03,1.58,2.0,1.9,9.826612,0.26,6.5,7.0,86.9,0.09,100.827277744757,5.4,5.7,0.22
286,2014-11-01,0.72,3.01,2.15,42.7659984546,160.676,0.03,1.58,2.0,1.9,9.826612,0.26,6.5,7.0,88.8,0.09,100.728975798726,5.6,5.8,0.22
287,2014-12-01,0.72,3.01,2.15,42.7659984546,160.676,0.03,1.58,2.0,1.9,9.826612,0.26,6.5,7.0,93.6,0.12,100.463198703965,6.0,5.6,0.22
288,2015-01-01,0.75,2.92,2.11,42.4836886766,140.012,0.06,1.42,3.6,1.9,9.847224,0.27,6.24,7.1,98.1,0.11,100.192168741191,6.3,5.7,0.17
289,2015-02-01,0.75,2.92,2.11,42.4836886766,140.012,0.06,1.42,3.6,1.9,9.847224,0.27,6.24,7.1,95.4,0.11,99.9779625120654,6.4,5.5,0.17
290,2015-03-01,0.75,2.92,2.11,42.4836886766,140.012,0.06,1.42,3.6,1.9,9.847224,0.27,6.24,7.1,93.0,0.11,99.8310865612292,5.9,5.4,0.17
291,2015-04-01,0.81,2.92,2.12,43.037397967,148.328,0.05,1.28,2.5,1.8,9.882135,0.21,5.82,6.8,95.9,0.12,99.7912110009877,5.9,5.4,0.21
292,2015-05-01,0.81,2.92,2.12,43.037397967,148.328,0.05,1.28,2.5,1.8,9.882135,0.21,5.82,6.8,90.7,0.12,99.8515911214072,5.8,5.6,0.21
293,2015-06-01,0.81,2.92,2.12,43.037397967,148.328,0.05,1.28,2.5,1.8,9.882135,0.21,5.82,6.8,96.1,0.13,99.8432249120396,5.7,5.3,0.21
294,2015-07-01,0.9,2.98,2.15,45.0074853347,154.289,0.03,1.15,1.6,1.9,9.941434,0.15,5.39,7.3,93.1,0.13,99.7081544526112,5.6,5.2,0.25
295,2015-08-01,0.9,2.98,2.15,45.0074853347,154.289,0.03,1.15,1.6,1.9,9.941434,0.15,5.39,7.3,91.9,0.14,99.5078321223891,5.6,5.1,0.25
296,2015-09-01,0.9,2.98,2.15,45.0074853347,154.289,0.03,1.15,1.6,1.9,9.941434,0.15,5.39,7.3,87.2,0.14,99.291245850725,5.8,5.0,0.25
297,2015-10-01,1.02,2.94,2.16,45.6018167726,171.575,0.02,1.04,0.7,1.9,9.882253,0.21,5.11,7.0,90.0,0.12,99.0950325406115,5.8,5.0,0.31
298,2015-11-01,1.02,2.94,2.16,45.6018167726,171.575,0.02,1.04,0.7,1.9,9.882253,0.21,5.11,7.0,91.3,0.12,98.937609999609,5.6,5.1,0.31
299,2015-12-01,1.02,2.94,2.16,45.6018167726,171.575,0.02,1.04,0.7,1.9,9.882253,0.21,5.11,7.0,92.6,0.24,98.8819176455155,5.8,5.0,0.31
300,2016-01-01,1.5,3.01,2.14,47.1321764958,178.547,0.02,0.96,2.3,1.7,9.853119,0.12,4.78,7.0,92.0,0.34,98.9703847066311,6.1,4.8,0.44
301,2016-02-01,1.5,3.01,2.14,47.1321764958,178.547,0.02,0.96,2.3,1.7,9.853119,0.12,4.78,7.0,91.7,0.38,99.1916408395562,5.6,4.9,0.44
302,2016-03-01,1.5,3.01,2.14,47.1321764958,178.547,0.02,0.96,2.3,1.7,9.853119,0.12,4.78,7.0,91.0,0.36,99.4365399362235,5.9,5.0,0.44
303,2016-04-01,1.6,3.02,2.21,46.0767741246,155.667,0.01,0.92,1.3,1.7,9.949156,0.11,4.59,6.7,89.0,0.37,99.5660946339327,5.5,5.1,0.44
304,2016-05-01,1.6,3.02,2.21,46.0767741246,155.667,0.01,0.92,1.3,1.7,9.949156,0.11,4.59,6.7,94.7,0.37,99.6782222023814,5.3,4.8,0.44
305,2016-06-01,1.6,3.02,2.21,46.0767741246,155.667,0.01,0.92,1.3,1.7,9.949156,0.11,4.59,6.7,93.5,0.38,99.755735505217,4.9,4.9,0.44
306,2016-07-01,1.59,3.1,2.3,44.6429984311,168.311,-0.01,0.87,2.9,1.8,10.011636,0.1,4.38,6.8,90.0,0.39,99.6654426019583,5.1,4.8,0.45
307,2016-08-01,1.59,3.1,2.3,44.6429984311,168.311,-0.01,0.87,2.9,1.8,10.011636,0.1,4.38,6.8,89.8,0.4,99.5032966925614,5.1,4.9,0.45
308,2016-09-01,1.59,3.1,2.3,44.6429984311,168.311,-0.01,0.87,2.9,1.8,10.011636,0.1,4.38,6.8,91.2,0.4,99.5512164162363,5.1,5.0,0.45
309,2016-10-01,1.58,3.43,2.37,44.2367471253,189.039,0.0,0.86,2.2,1.8,9.987033,0.07,4.14,6.9,87.2,0.4,99.727377870481,5.3,4.9,0.41
310,2016-11-01,1.58,3.43,2.37,44.2367471253,189.039,0.0,0.86,2.2,1.8,9.987033,0.07,4.14,6.9,93.8,0.41,100.005449002957,5.4,4.7,0.41
311,2016-12-01,1.58,3.43,2.37,44.2367471253,189.039,0.0,0.86,2.2,1.8,9.987033,0.07,4.14,6.9,98.2,0.54,100.32740989354,5.0,4.7,0.41
312,2017-01-01,1.54,3.5,2.39,44.0524063722,181.737,0.02,0.78,2.0,1.7,9.941708,0.05,3.9,7.0,98.5,0.65,100.614672264803,5.3,4.7,0.34
313,2017-02-01,1.54,3.5,2.39,44.0524063722,181.737,0.02,0.78,2.0,1.7,9.941708,0.05,3.9,7.0,96.3,0.66,100.779800102543,5.6,4.6,0.34
314,2017-03-01,1.54,3.5,2.39,44.0524063722,181.737,0.02,0.78,2.0,1.7,9.941708,0.05,3.9,7.0,96.9,0.79,100.728437927476,5.6,4.4,0.34
315,2017-04-01,1.36,3.51,2.48,41.8980755001,172.12,0.01,0.77,2.3,1.5,9.909587,0.05,3.68,7.3,97.0,0.9,100.572355336751,5.7,4.4,0.37
316,2017-05-01,1.36,3.51,2.48,41.8980755001,172.12,0.01,0.77,2.3,1.5,9.909587,0.05,3.68,7.3,97.1,0.91,100.56958200865,6.3,4.4,0.37
317,2017-06-01,1.36,3.51,2.48,41.8980755001,172.12,0.01,0.77,2.3,1.5,9.909587,0.05,3.68,7.3,95.0,1.04,100.746599875541,6.0,4.3,0.37
318,2017-07-01,1.27,3.57,2.55,41.2369522775,176.229,0.02,0.77,3.2,1.6,9.914696,0.04,3.64,7.5,93.4,1.15,100.923361886051,6.0,4.3,0.34
319,2017-08-01,1.27,3.57,2.55,41.2369522775,176.229,0.02,0.77,3.2,1.6,9.914696,0.04,3.64,7.5,96.8,1.16,101.181391726318,6.1,4.4,0.34
320,2017-09-01,1.27,3.57,2.55,41.2369522775,176.229,0.02,0.77,3.2,1.6,9.914696,0.04,3.64,7.5,95.1,1.15,101.353340298371,5.9,4.3,0.34
321,2017-10-01,1.17,3.63,2.49,40.5833617912,181.313,0.01,0.75,4.6,1.6,9.931012,0.02,3.57,6.9,100.7,1.15,101.321091731712,6.0,4.2,0.36
322,2017-11-01,1.17,3.63,2.49,40.5833617912,181.313,0.01,0.75,4.6,1.6,9.931012,0.02,3.57,6.9,98.5,1.16,101.288723492737,5.6,4.2,0.36
323,2017-12-01,1.17,3.63,2.49,40.5833617912,181.313,0.01,0.75,4.6,1.6,9.931012,0.02,3.57,6.9,95.9,1.3,101.347600835844,5.0,4.1,0.36
324,2018-01-01,1.11,3.7,2.48,41.1573166095,180.031,0.02,0.74,3.3,1.5,9.876656,0.01,3.48,7.0,95.7,1.41,101.397517872042,5.7,4.0,0.3
325,2018-02-01,1.11,3.7,2.48,41.1573166095,180.031,0.02,0.74,3.3,1.5,9.876656,0.01,3.48,7.0,99.7,1.42,101.42150173695,5.8,4.1,0.3
326,2018-03-01,1.11,3.7,2.48,41.1573166095,180.031,0.02,0.74,3.3,1.5,9.876656,0.01,3.48,7.0,101.4,1.51,101.302422950155,5.9,4.0,0.3
327,2018-04-01,1.08,3.58,2.49,42.5070655043,179.454,0.01,0.72,2.1,1.5,9.829292,0.0,3.22,6.8,98.8,1.69,101.177183929563,6.0,4.0,0.27
328,2018-05-01,1.08,3.58,2.49,42.5070655043,179.454,0.01,0.72,2.1,1.5,9.829292,0.0,3.22,6.8,98.0,1.7,101.22211626708,6.0,3.8,0.27
329,2018-06-01,1.08,3.58,2.49,42.5070655043,179.454,0.01,0.72,2.1,1.5,9.829292,0.0,3.22,6.8,98.2,1.82,101.333311067733,6.3,4.0,0.27
330,2018-07-01,0.99,3.67,2.53,42.5051473485,188.264,0.02,0.7,2.5,1.6,9.806163,-0.02,2.99,7.1,97.9,1.91,101.393122689185,6.5,3.8,0.26
331,2018-08-01,0.99,3.67,2.53,42.5051473485,188.264,0.02,0.7,2.5,1.6,9.806163,-0.02,2.99,7.1,96.2,1.91,101.492655452188,6.6,3.8,0.26
332,2018-09-01,0.99,3.67,2.53,42.5051473485,188.264,0.02,0.7,2.5,1.6,9.806163,-0.02,2.99,7.1,100.1,1.95,101.404797903582,6.8,3.7,0.26
333,2018-10-01,0.93,3.68,2.55,45.3803029535,187.155,0.01,0.7,0.6,1.5,9.789335,0.0,2.83,6.6,98.6,2.19,101.196543943655,6.7,3.8,0.26
334,2018-11-01,0.93,3.68,2.55,45.3803029535,187.155,0.01,0.7,0.6,1.5,9.789335,0.0,2.83,6.6,97.5,2.2,100.983168863642,6.5,3.8,0.26
335,2018-12-01,0.93,3.68,2.55,45.3803029535,187.155,0.01,0.7,0.6,1.5,9.789335,0.0,2.83,6.6,98.3,2.27,100.669329190098,8.4,3.9,0.27
336,2019-01-01,1.16,3.65,2.51,43.692923342,204.339,0.05,0.69,2.2,1.4,9.775071,0.0,2.69,7.0,91.2,2.4,100.518364710097,8.2,4.0,0.27
337,2019-02-01,1.16,3.65,2.51,43.692923342,204.339,0.05,0.69,2.2,1.4,9.775071,0.0,2.69,7.0,93.8,2.4,100.353866441081,8.5,3.8,0.27
338,2019-03-01,1.16,3.65,2.51,43.692923342,204.339,0.05,0.69,2.2,1.4,9.775071,0.0,2.69,7.0,98.4,2.41,100.22228609456,7.9,3.8,0.3
339,2019-04-01,1.08,3.63,2.59,42.049669487,211.944,0.02,0.67,3.4,1.3,9.806777,-0.02,2.6,6.8,97.2,2.42,100.001298493283,7.7,3.6,0.3
340,2019-05-01,1.08,3.63,2.59,42.049669487,211.944,0.02,0.67,3.4,1.3,9.806777,-0.02,2.6,6.8,100.0,2.39,99.7983271266442,7.3,3.7,0.3
341,2019-06-01,1.08,3.63,2.59,42.049669487,211.944,0.02,0.67,3.4,1.3,9.806777,-0.02,2.6,6.8,98.2,2.38,99.6153959001144,7.1,3.6,0.31
342,2019-07-01,1.12,3.8,2.62,42.4548624553,192.091,0.02,0.69,4.6,1.4,9.815468,-0.04,2.44,6.8,98.4,2.4,99.3963824633632,6.8,3.7,0.31
343,2019-08-01,1.12,3.8,2.62,42.4548624553,192.091,0.02,0.69,4.6,1.4,9.815468,-0.04,2.44,6.8,89.8,2.13,99.120967700493,7.0,3.7,0.31
344,2019-09-01,1.12,3.8,2.62,42.4548624553,192.091,0.02,0.69,4.6,1.4,9.815468,-0.04,2.44,6.8,93.2,2.04,98.9124219964212,7.2,3.5,0.44
345,2019-10-01,1.09,3.81,2.62,41.3812336864,201.454,0.02,0.68,2.6,1.4,9.813489,0.01,2.34,6.4,95.5,1.83,98.8458658842003,7.3,3.6,0.44
346,2019-11-01,1.09,3.81,2.62,41.3812336864,201.454,0.02,0.68,2.6,1.4,9.813489,0.01,2.34,6.4,96.8,1.55,98.8676251061296,7.1,3.6,0.44
347,2019-12-01,1.09,3.81,2.62,41.3812336864,201.454,0.02,0.68,2.6,1.4,9.813489,0.01,2.34,6.4,99.3,1.55,98.9730138963452,6.4,3.6,0.36
348,2020-01-01,1.15,3.67,2.66,47.8427512776,293.826,0.04,0.81,-5.3,1.1,9.741993,-0.03,2.35,6.6,99.8,1.55,99.1400848907432,7.2,3.5,0.36
349,2020-02-01,1.15,3.67,2.66,47.8427512776,293.826,0.04,0.81,-5.3,1.1,9.741993,-0.03,2.35,6.6,101.0,1.58,99.0240314300994,7.7,3.5,0.36
350,2020-03-01,1.15,3.67,2.66,47.8427512776,293.826,0.04,0.81,-5.3,1.1,9.741993,-0.03,2.35,6.6,89.1,0.65,98.6131976264035,12.5,4.4,0.56
351,2020-04-01,1.29,3.77,2.45,47.7470822122,318.606,0.08,0.92,-28.0,0.9,8.77673,0.0,2.54,5.7,71.8,0.05,98.1671683509117,32.0,14.7,0.56
352,2020-05-01,1.29,3.77,2.45,47.7470822122,318.606,0.08,0.92,-28.0,0.9,8.77673,0.0,2.54,5.7,72.3,0.05,98.4051486971047,22.7,13.2,0.56
353,2020-06-01,1.29,3.77,2.45,47.7470822122,318.606,0.08,0.92,-28.0,0.9,8.77673,0.0,2.54,5.7,78.1,0.08,99.2613402665682,18.4,11.0,0.59
354,2020-07-01,1.29,3.65,2.0,44.7527879327,313.457,0.12,1.01,34.8,0.9,9.085095,0.0,2.84,6.4,72.5,0.09,100.002887767981,17.9,10.2,0.59
355,2020-08-01,1.29,3.65,2.0,44.7527879327,313.457,0.12,1.01,34.8,0.9,9.085095,0.0,2.84,6.4,74.1,0.1,100.487003684666,14.0,8.4,0.59
356,2020-09-01,1.29,3.65,2.0,44.7527879327,313.457,0.12,1.01,34.8,0.9,9.085095,0.0,2.84,6.4,80.4,0.09,100.775347718358,13.2,7.9,0.52
357,2020-10-01,1.24,2.71,2.11,41.3964832337,278.135,0.13,1.13,4.2,1.0,9.303678,-0.03,2.74,6.5,81.8,0.09,101.050328685848,12.8,6.9,0.52
358,2020-11-01,1.24,2.71,2.11,41.3964832337,278.135,0.13,1.13,4.2,1.0,9.303678,-0.03,2.74,6.5,76.9,0.09,101.193287880849,12.1,6.7,0.52
359,2020-12-01,1.24,2.71,2.11,41.3964832337,278.135,0.13,1.13,4.2,1.0,9.303678,-0.03,2.74,6.5,80.7,0.09,101.377090035384,12.0,6.7,0.41
360,2021-01-01,1.17,2.79,1.86,40.5830300958,279.332,0.07,1.01,5.2,0.9,8.308679,-0.04,2.68,6.8,79.0,0.09,101.522746311455,19.3,6.3,0.41
361,2021-02-01,1.17,2.79,1.86,40.5830300958,279.332,0.07,1.01,5.2,0.9,8.308679,-0.04,2.68,6.8,76.8,0.08,101.782975168727,12.8,6.2,0.41
362,2021-03-01,1.17,2.79,1.86,40.5830300958,279.332,0.07,1.01,5.2,0.9,8.308679,-0.04,2.68,6.8,84.9,0.07,101.996128275123,26.1,6.1,0.28
363,2021-04-01,1.07,2.36,1.59,39.2417177698,290.115,0.05,0.93,6.2,0.9,9.161097,-0.04,2.47,6.2,88.3,0.07,101.893115765108,12.3,6.1,0.28
364,2021-05-01,1.07,2.36,1.59,39.2417177698,290.115,0.05,0.93,6.2,0.9,9.161097,-0.04,2.47,6.2,82.9,0.06,101.751825062166,9.9,5.8,0.28
365,2021-06-01,1.07,2.36,1.59,39.2417177698,290.115,0.05,0.93,6.2,0.9,9.161097,-0.04,2.47,6.2,85.5,0.08,101.610316025867,8.7,5.9,0.21
366,2021-07-01,1.01,1.83,1.55,37.7502621257,321.779,0.03,0.87,3.3,0.9,9.380439,-0.05,2.3,5.8,81.2,0.1,101.519338825177,9.4,5.4,0.21
367,2021-08-01,1.01,1.83,1.55,37.7502621257,321.779,0.03,0.87,3.3,0.9,9.380439,-0.05,2.3,5.8,70.3,0.09,101.550370370309,8.7,5.2,0.21
368,2021-09-01,1.01,1.83,1.55,37.7502621257,321.779,0.03,0.87,3.3,0.9,9.380439,-0.05,2.3,5.8,72.8,0.08,101.641891738611,7.2,4.8,0.16
369,2021-10-01,1.12,1.66,1.57,36.4956679549,283.717,0.02,0.79,7.0,0.9,9.506579,-0.02,2.28,5.6,71.7,0.08,101.657338365718,6.6,4.5,0.16
370,2021-11-01,1.12,1.66,1.57,36.4956679549,283.717,0.02,0.79,7.0,0.9,9.506579,-0.02,2.28,5.6,67.4,0.08,101.560523886147,6.2,4.2,0.16
371,2021-12-01,1.12,1.66,1.57,36.4956679549,283.717,0.02,0.79,7.0,0.9,9.506579,-0.02,2.28,5.6,70.6,0.08,101.33345720396,6.1,3.9,0.12
372,2022-01-01,1.07,1.71,1.66,38.5855314556,284.631,0.03,0.74,-2.0,0.8,9.769139,-0.02,2.09,5.8,67.2,0.08,101.139893274557,4.1,4.0,0.12
373,2022-02-01,1.07,1.71,1.66,38.5855314556,284.631,0.03,0.74,-2.0,0.8,9.769139,-0.02,2.09,5.8,62.8,0.08,101.018509369098,4.1,3.8,0.12
374,2022-03-01,1.07,1.71,1.66,38.5855314556,284.631,0.03,0.74,-2.0,0.8,9.769139,-0.02,2.09,5.8,59.4,0.2,100.831769229088,3.4,3.6,0.12
375,2022-04-01,1.04,1.83,1.84,41.1074215752,264.43,0.0,0.72,-0.6,0.8,9.849885,-0.02,1.96,5.6,65.2,0.33,100.609761312574,3.1,3.6,0.12
376,2022-05-01,1.04,1.83,1.84,41.1074215752,264.43,0.0,0.72,-0.6,0.8,9.849885,-0.02,1.96,5.6,58.4,0.77,100.403257423051,3.1,3.6,0.12
377,2022-06-01,1.04,1.83,1.84,41.1074215752,264.43,0.0,0.72,-0.6,0.8,9.849885,-0.02,1.96,5.6,50.0,1.21,100.127548246717,2.7,3.6,0.14
378,2022-07-01,1.09,2.13,2.08,41.9600514658,285.669,0.01,0.65,2.7,0.9,9.910678,-0.02,1.85,6.0,51.5,1.68,99.9246652805152,3.5,3.5,0.14
379,2022-08-01,1.09,2.13,2.08,41.9600514658,285.669,0.01,0.65,2.7,0.9,9.910678,-0.02,1.85,6.0,58.2,2.33,99.7494815521804,3.2,3.7,0.14
380,2022-09-01,1.09,2.13,2.08,41.9600514658,285.669,0.01,0.65,2.7,0.9,9.910678,-0.02,1.85,6.0,58.6,2.56,99.5281037182907,3.0,3.5,0.16
381,2022-10-01,1.02,2.52,2.25,40.9344472309,284.952,0.03,0.69,2.6,0.8,9.974291,-0.02,1.78,5.8,59.9,3.08,99.3330557926038,3.0,3.7,0.16
382,2022-11-01,1.02,2.52,2.25,40.9344472309,284.952,0.03,0.69,2.6,0.8,9.974291,-0.02,1.78,5.8,56.8,3.78,99.1819937325434,3.3,3.6,0.16
383,2022-12-01,1.02,2.52,2.25,40.9344472309,284.952,0.03,0.69,2.6,0.8,9.974291,-0.02,1.78,5.8,59.7,4.1,99.0770353263694,3.4,3.5,0.22
384,2023-01-01,0.98,2.89,2.43,40.4971282407,263.194,0.09,0.77,2.2,0.8,9.848832,-0.01,1.74,6.4,64.9,4.33,99.0001042147214,4.4,3.4,0.22
385,2023-02-01,0.98,2.89,2.43,40.4971282407,263.194,0.09,0.77,2.2,0.8,9.848832,-0.01,1.74,6.4,67.0,4.57,98.9511519945713,4.7,3.6,0.22
386,2023-03-01,0.98,2.89,2.43,40.4971282407,263.194,0.09,0.77,2.2,0.8,9.848832,-0.01,1.74,6.4,62.0,4.65,98.9138621605023,5.2,3.5,0.28
387,2023-04-01,1.01,3.15,2.77,39.6595586181,367.036,0.16,0.84,2.1,0.7,9.826692,0.01,1.72,6.3,63.5,4.83,98.9046023248585,5.2,3.4,0.28
388,2023-05-01,1.01,3.15,2.77,39.6595586181,367.036,0.16,0.84,2.1,0.7,9.826692,0.01,1.72,6.3,59.2,5.06,98.8873641644083,5.3,3.7,0.28
389,2023-06-01,1.01,3.15,2.77,39.6595586181,367.036,0.16,0.84,2.1,0.7,9.826692,0.01,1.72,6.3,64.4,5.08,98.8720049922837,4.9,3.6,0.31
